EDA_raw_µS
1.297482
1.291002
1.289096
1.28957
1.288856
1.28981
1.289333
1.28957
1.290762
1.292197
1.291719
1.293394
1.292676
1.293394
1.292676
1.293633
1.294594
1.292436
1.293633
1.293874
1.290762
1.293874
1.295314
1.292676
1.291002
1.292676
1.292676
1.294594
1.293153
1.295795
1.298205
1.296999
1.297962
1.300139
1.299654
1.300139
1.300624
1.299654
1.301593
1.301351
1.30038
1.298446
1.298929
1.298929
1.297482
1.300139
1.297962
1.296999
1.297482
1.295795
1.294352
1.294833
1.295795
1.291719
1.293394
1.290525
1.287431
1.288619
1.288619
1.286245
1.284823
1.284588
1.282935
1.283172
1.280347
1.284823
1.283407
1.2827
1.281522
1.281757
1.282228
1.281993
1.278938
1.282228
1.284352
1.29124
1.293633
1.304269
1.315079
1.320304
1.335459
1.340588
1.355688
1.365232
1.376269
1.383908
1.399164
1.418497
1.426323
1.442534
1.450325
1.457291
1.462788
1.468018
1.472663
1.47765
1.482987
1.487093
1.490585
1.503752
1.51222
1.528109
1.548447
1.563362
1.591882
1.609499
1.649431
1.667158
1.690982
1.708364
1.713397
1.7227
1.734686
1.757836
1.766289
1.784803
1.788921
1.799065
1.808853
1.808386
1.810259
1.814966
1.817328
1.807915
1.806512
1.792595
1.791674
1.785262
1.778891
1.773018
1.770769
1.753864
1.744222
1.726107
1.718034
1.695913
1.681614
1.662393
1.6506
1.630551
1.619957
1.608757
1.605425
1.60469
1.612102
1.62941
1.640516
1.655298
1.669549
1.689348
1.695503
1.71004
1.719306
1.728244
1.744222
1.761831
1.76495
1.767184
1.768973
1.780708
1.777078
1.777533
1.77392
1.772117
1.775273
1.77844
1.774369
1.77844
1.777984
1.77844
1.788004
1.787548
1.775723
1.77392
1.760941
1.750342
1.736413
1.72867
1.723976
1.723976
1.724828
1.727818
1.730386
1.731673
1.729958
1.72867
1.729527
1.716347
1.701285
1.701285
1.699631
1.690575
1.687306
1.683238
1.678783
1.67556
1.676766
1.673151
1.67195
1.675964
1.67556
1.686084
1.687713
1.700872
1.702947
1.709202
1.715502
1.72015
1.715082
1.715082
1.708364
1.709619
1.707112
1.704194
1.700043
1.691803
1.678783
1.670747
1.658836
1.624101
1.609126
1.585372
1.57429
1.556041
1.550856
1.5318
1.522777
1.50928
1.503426
1.495697
1.493138
1.486459
1.481413
1.476712
1.47142
1.466166
1.464013
1.459422
1.453951
1.44882
1.441938
1.438077
1.432176
1.426614
1.424286
1.416771
1.413613
1.410189
1.409049
1.406211
1.403665
1.399164
1.396644
1.388036
1.385555
1.380351
1.377083
1.37383
1.374914
1.368444
1.365767
1.367373
1.367104
1.374372
1.376539
1.378443
1.383086
1.390247
1.392465
1.400005
1.401694
1.403103
1.406778
1.40848
1.40848
1.409332
1.407911
1.407346
1.409332
1.407911
1.406211
1.405644
1.405077
1.403665
1.400005
1.399726
1.397485
1.395528
1.39497
1.391912
1.391356
1.388311
1.386383
1.385555
1.387483
1.389693
1.392188
1.403665
1.413043
1.44882
1.463402
1.493456
1.506023
1.536858
1.55258
1.581423
1.596615
1.622214
1.649819
1.662787
1.680401
1.687306
1.698391
1.702947
1.70046
1.702533
1.697149
1.699631
1.694269
1.68853
1.676365
1.668352
1.645153
1.635517
1.613219
1.611357
1.598075
1.585734
1.582859
1.594062
1.602112
1.624481
1.631694
1.652554
1.665565
1.68486
1.711715
1.716767
1.754742
1.778891
1.792595
1.800919
1.83356
1.841296
1.847144
1.846166
1.84568
1.84861
1.853519
1.843728
1.856971
1.875432
1.868905
1.864411
1.864411
1.86143
1.862419
1.83356
1.825884
1.814496
1.807449
1.790754
1.772565
1.765395
1.747715
1.74335
1.729527
1.726107
1.719306
1.717192
1.703361
1.705861
1.725682
1.74553
1.769871
1.785717
1.787548
1.788004
1.786632
1.783436
1.788004
1.786632
1.783436
1.78389
1.777533
1.773018
1.757836
1.748151
1.726962
1.717613
1.68853
1.670747
1.630172
1.612102
1.584293
1.577848
1.555347
1.54639
1.541269
1.54195
1.53889
1.542972
1.54639
1.542972
1.545705
1.543655
1.545705
1.543312
1.540588
1.536518
1.536181
1.532473
1.526774
1.527443
1.525439
1.523108
1.522446
1.517811
1.517482
1.516822
1.518139
1.526774
1.535168
1.555696
1.580349
1.592606
1.618453
1.629031
1.656476
1.666361
1.686084
1.692624
